Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Order Year,MSSQL_System_Uniquifier_1845581613
2650,US-2016-153500,03-07-2016,05-07-2016,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2016,-6.33938E+18
2716,US-2016-166520,16-07-2016,19-07-2016,First Class,KE-16420,Katrina Edelman,Corporate,United States,New York City,New York,10035,East,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,80.88,2016,-6.12321E+18
2783,CA-2016-160794,06-08-2016,08-08-2016,First Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27.216,2016,-5.83498E+18
2988,CA-2016-162166,08-09-2016,11-09-2016,First Class,NM-18520,Neoma Murray,Consumer,United States,Moreno Valley,California,92553,West,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,26.4,2016,-5.6188E+18
3266,CA-2016-109736,10-10-2016,11-10-2016,First Class,DJ-13420,Denny Joy,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,45.36,2016,-5.18646E+18
3274,CA-2016-102281,12-10-2016,14-10-2016,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84,2016,-5.18646E+18
3300,CA-2016-131128,19-10-2016,20-10-2016,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Concord,New Hampshire,3301,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,2016,-5.04234E+18
3308,CA-2016-164623,20-10-2016,22-10-2016,First Class,MS-17770,Maxwell Schwartz,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,24.56,2016,-5.04234E+18
3323,CA-2016-110877,23-10-2016,26-10-2016,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,36.288,2016,-4.97029E+18
3931,CA-2016-169397,24-12-2016,27-12-2016,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704,2016,-3.88942E+18
3936,CA-2016-124653,24-12-2016,26-12-2016,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,132.79,2016,-3.88942E+18
3937,CA-2016-124653,24-12-2016,26-12-2016,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,12.96,2016,-3.81736E+18
3980,CA-2016-151589,27-12-2016,30-12-2016,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Eau Claire,Wisconsin,54703,Central,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,195.64,2016,-3.67325E+18
41,CA-2015-146591,19-01-2015,20-01-2015,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,2015,3.60401E+18
118,CA-2015-133354,22-02-2015,24-02-2015,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Moreno Valley,California,92553,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,19.44,2015,3.89224E+18
425,CA-2015-111934,05-05-2015,07-05-2015,First Class,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,22204,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,35.44,2015,-1.94443E+18
622,CA-2015-130624,21-06-2015,24-06-2015,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,2015,-1.72826E+18
665,CA-2015-120096,04-07-2015,07-07-2015,First Class,KE-16420,Katrina Edelman,Corporate,United States,Aurora,Colorado,80013,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,177.536,2015,-1.58414E+18
671,CA-2015-157784,05-07-2015,08-07-2015,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,19.44,2015,-1.58414E+18
701,CA-2015-123225,11-07-2015,14-07-2015,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,10.368,2015,-1.44003E+18
740,CA-2015-141726,20-07-2015,22-07-2015,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,2015,-1.29591E+18
742,CA-2015-141726,20-07-2015,22-07-2015,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,19.92,2015,-1.29591E+18
745,CA-2015-157546,20-07-2015,22-07-2015,First Class,RD-19720,Roger Demir,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,2015,-1.29591E+18
747,CA-2015-127866,20-07-2015,23-07-2015,First Class,JD-15895,Jonathan Doherty,Corporate,United States,Riverside,California,92503,West,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,11.96,2015,-1.29591E+18
950,CA-2015-165428,01-09-2015,04-09-2015,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104,2015,-1.1518E+18
957,US-2015-138828,02-09-2015,03-09-2015,First Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,2015,-1.07974E+18
1051,CA-2015-132962,13-09-2015,16-09-2015,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,15.552,2015,-7.1945E+17
1298,US-2015-122021,15-10-2015,17-10-2015,First Class,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.968,2015,-4.3122E+17
1595,CA-2015-125682,22-11-2015,25-11-2015,First Class,RB-19645,Robert Barroso,Corporate,United States,Atlanta,Georgia,30318,South,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),9.96,2015,1.45523E+17
1865,CA-2015-113166,24-12-2015,26-12-2015,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.568,2015,5.77868E+17
180,CA-2015-152618,14-03-2015,17-03-2015,First Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60653,Central,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,8.448,2015,7.56774E+18
296,CA-2015-113887,05-04-2015,07-04-2015,First Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,2015,8.00008E+18
507,CA-2015-129574,26-05-2015,29-05-2015,First Class,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,84107,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,2015,8.21625E+18
525,CA-2015-103429,30-05-2015,01-06-2015,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,39.96,2015,8.28831E+18
877,CA-2015-109043,15-08-2015,17-08-2015,First Class,CS-12355,Christine Sundaresam,Consumer,United States,Hollywood,Florida,33021,South,OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,91.36,2015,9.00889E+18
898,US-2015-166828,22-08-2015,25-08-2015,First Class,JF-15415,Jennifer Ferguson,Consumer,United States,Saint Charles,Missouri,63301,Central,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,11.56,2015,9.08095E+18
1133,CA-2015-125514,21-09-2015,22-09-2015,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,2015,-9.07757E+18
1140,CA-2015-168823,21-09-2015,24-09-2015,First Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,2015,-9.07757E+18
1176,CA-2015-132451,26-09-2015,27-09-2015,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105,West,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,19.44,2015,-8.93345E+18
1216,CA-2015-108189,02-10-2015,05-10-2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2015,-8.78934E+18
1450,CA-2015-146990,07-11-2015,08-11-2015,First Class,BP-11095,Bart Pistole,Corporate,United States,New York City,New York,10024,East,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18,2015,-8.50111E+18
1507,CA-2015-151554,14-11-2015,15-11-2015,First Class,CM-11815,Candace McMahon,Corporate,United States,Pasadena,Texas,77506,Central,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,20.736,2015,-8.28493E+18
1534,CA-2015-140662,17-11-2015,19-11-2015,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,733.95,2015,-8.14082E+18
1739,CA-2015-154592,07-12-2015,08-12-2015,First Class,EH-14005,Erica Hernandez,Home Office,United States,San Francisco,California,94109,West,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88,2015,-7.9967E+18
1755,CA-2015-109932,09-12-2015,11-12-2015,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Brownsville,Texas,78521,Central,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,10.688,2015,-7.92465E+18
1841,CA-2015-138681,20-12-2015,22-12-2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,2015,-7.63642E+18
1842,CA-2015-138681,20-12-2015,22-12-2015,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,8.448,2015,-7.63642E+18
324,CA-2015-165806,07-04-2015,07-04-2015,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.32,2015,-2.30472E+18
439,CA-2015-158771,09-05-2015,09-05-2015,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),45.36,2015,-1.87237E+18
659,CA-2015-152254,30-06-2015,30-06-2015,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,310.688,2015,-1.6562E+18
940,CA-2015-135699,29-08-2015,29-08-2015,Same Day,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92,2015,-1.1518E+18
941,CA-2015-135699,29-08-2015,29-08-2015,Same Day,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,13.36,2015,-1.1518E+18
1063,CA-2015-142769,13-09-2015,13-09-2015,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,48.94,2015,-7.1945E+17
1079,CA-2015-160766,14-09-2015,14-09-2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,44.82,2015,-6.47392E+17
1313,CA-2015-117317,19-10-2015,19-10-2015,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.44,2015,-3.59162E+17
2875,CA-2016-114468,23-08-2016,23-08-2016,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2016,2.59548E+18
3170,CA-2016-151869,25-09-2016,25-09-2016,Same Day,CS-11950,Carlos Soltero,Consumer,United States,Freeport,New York,11520,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,20.04,2016,3.09988E+18
3456,CA-2016-158554,09-11-2016,09-11-2016,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,2016,3.60429E+18
3784,US-2016-120957,07-12-2016,07-12-2016,Same Day,KH-16690,Kristen Hastings,Corporate,United States,Riverside,California,92503,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2016,4.25281E+18
3801,CA-2016-143105,10-12-2016,10-12-2016,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",41.28,2016,4.32486E+18
3802,CA-2016-143105,10-12-2016,10-12-2016,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,184.66,2016,4.32486E+18
199,CA-2015-158442,17-03-2015,17-03-2015,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,5.184,2015,7.63979E+18
200,CA-2015-158442,17-03-2015,17-03-2015,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552,2015,7.63979E+18
589,CA-2015-126963,15-06-2015,15-06-2015,Same Day,PS-18760,Pamela Stobb,Consumer,United States,El Paso,Texas,79907,Central,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,36.544,2015,8.50448E+18
899,CA-2015-110639,23-08-2015,23-08-2015,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10009,East,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,25.92,2015,9.08095E+18
900,CA-2015-110639,23-08-2015,23-08-2015,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,45.92,2015,9.08095E+18
2669,CA-2016-129392,08-07-2016,08-07-2016,Same Day,DM-13015,Darrin Martin,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,21.12,2016,-6.26732E+18
2767,CA-2016-124891,31-07-2016,31-07-2016,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19.44,2016,-5.90703E+18
3037,US-2016-130519,15-09-2016,15-09-2016,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552,2016,-5.47469E+18
3290,US-2016-123918,15-10-2016,15-10-2016,Same Day,CG-12520,Claire Gute,Consumer,United States,Dallas,Texas,75217,Central,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,5.344,2016,-5.1144E+18
3368,CA-2016-164882,31-10-2016,31-10-2016,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,19.98,2016,-4.82617E+18
3889,US-2016-137533,18-12-2016,18-12-2016,Same Day,JK-15640,Jim Kriz,Home Office,United States,Cleveland,Ohio,44105,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,20.736,2016,-4.03354E+18
1961,CA-2016-104514,02-01-2016,04-01-2016,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,20.04,2016,8.66099E+17
2008,CA-2016-149587,31-01-2016,05-02-2016,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2016,1.08227E+18
2181,CA-2016-167374,26-03-2016,30-03-2016,Second Class,GM-14500,Gene McClure,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,40.032,2016,1.15433E+18
2191,US-2016-103996,29-03-2016,31-03-2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,212.64,2016,1.15433E+18
2192,US-2016-103996,29-03-2016,31-03-2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105,West,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,9.87,2016,1.15433E+18
2254,US-2016-136987,11-04-2016,14-04-2016,Second Class,AR-10540,Andy Reiter,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,52.76,2016,1.44256E+18
2300,CA-2016-142601,18-04-2016,20-04-2016,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,61.96,2016,1.58667E+18
2309,US-2016-163433,18-04-2016,22-04-2016,Second Class,MP-17965,Michael Paige,Corporate,United States,Mcallen,Texas,78501,Central,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,15.552,2016,1.58667E+18
2499,CA-2016-100818,31-05-2016,05-06-2016,Second Class,JM-15265,Janet Molinari,Corporate,United States,Chicago,Illinois,60653,Central,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,173.488,2016,1.73079E+18
2502,CA-2016-149748,31-05-2016,02-06-2016,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Paterson,New Jersey,7501,East,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,274.8,2016,1.73079E+18
2514,US-2016-142020,04-06-2016,08-06-2016,Second Class,TC-21535,Tracy Collins,Home Office,United States,New York City,New York,10024,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",30.44,2016,1.80285E+18
2628,CA-2016-162950,28-06-2016,03-07-2016,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Troy,Ohio,45373,East,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552,2016,2.23519E+18
3123,CA-2016-134992,22-09-2016,26-09-2016,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,32.4,2016,2.95577E+18
3195,CA-2016-167255,27-09-2016,29-09-2016,Second Class,RH-19510,Rick Huthwaite,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,146.82,2016,3.17194E+18
3196,CA-2016-167255,27-09-2016,29-09-2016,Second Class,RH-19510,Rick Huthwaite,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,12.96,2016,3.17194E+18
3198,CA-2016-103072,27-09-2016,30-09-2016,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Detroit,Michigan,48205,Central,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,25.92,2016,3.17194E+18
3229,CA-2016-140375,02-10-2016,05-10-2016,Second Class,SG-20470,Sheri Gordon,Consumer,United States,Rockville,Maryland,20852,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,19.44,2016,3.31606E+18
3256,CA-2016-141040,09-10-2016,13-10-2016,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,23.92,2016,3.38811E+18
3417,CA-2016-148432,07-11-2016,10-11-2016,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,7.3,2016,3.46017E+18
3530,CA-2016-135685,16-11-2016,18-11-2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,179.82,2016,3.89252E+18
3723,CA-2016-156853,03-12-2016,05-12-2016,Second Class,HP-14815,Harold Pawlan,Home Office,United States,Concord,New Hampshire,3301,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,184.66,2016,4.03663E+18
3747,CA-2016-110814,05-12-2016,09-12-2016,Second Class,BD-11635,Brian Derr,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,22.68,2016,4.10869E+18
3775,CA-2016-136700,06-12-2016,11-12-2016,Second Class,DB-13120,David Bremer,Corporate,United States,Santa Barbara,California,93101,West,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2016,4.18075E+18
3785,CA-2016-135622,08-12-2016,11-12-2016,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,360.712,2016,4.25281E+18
3837,CA-2016-155586,12-12-2016,16-12-2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44,2016,4.39692E+18
3840,CA-2016-127481,12-12-2016,15-12-2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Las Vegas,Nevada,89115,West,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,32.4,2016,4.46898E+18
3841,CA-2016-127481,12-12-2016,15-12-2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Las Vegas,Nevada,89115,West,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,97.88,2016,4.46898E+18
2048,CA-2016-116092,15-02-2016,18-02-2016,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,2016,-7.42024E+18
2052,CA-2016-116092,15-02-2016,18-02-2016,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,2016,-7.42024E+18
2061,CA-2016-129770,21-02-2016,23-02-2016,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001,West,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12,2016,-7.34819E+18
2352,CA-2016-157434,29-04-2016,04-05-2016,Second Class,JK-15640,Jim Kriz,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,7.968,2016,-6.84378E+18
2460,US-2016-113327,26-05-2016,29-05-2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,18.272,2016,-6.48349E+18
2461,US-2016-113327,26-05-2016,29-05-2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,153.728,2016,-6.48349E+18
2692,CA-2016-142419,11-07-2016,13-07-2016,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,29.97,2016,-6.19526E+18
2707,CA-2016-114069,13-07-2016,15-07-2016,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,9.96,2016,-6.12321E+18
2709,US-2016-140851,13-07-2016,15-07-2016,Second Class,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,38.88,2016,-6.12321E+18
2711,CA-2016-143364,14-07-2016,19-07-2016,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,18.496,2016,-6.12321E+18
2730,CA-2016-160472,20-07-2016,25-07-2016,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,26.4,2016,-6.05115E+18
2732,CA-2016-160472,20-07-2016,25-07-2016,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,97.82,2016,-6.05115E+18
2747,CA-2016-148635,25-07-2016,27-07-2016,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,12.96,2016,-5.97909E+18
2775,CA-2016-122406,02-08-2016,05-08-2016,Second Class,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",8.4,2016,-5.83498E+18
3045,CA-2016-105102,15-09-2016,19-09-2016,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,12.96,2016,-5.47469E+18
3059,CA-2016-133025,17-09-2016,19-09-2016,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,32.4,2016,-5.40263E+18
3075,CA-2016-149713,18-09-2016,22-09-2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72,2016,-5.33057E+18
3076,CA-2016-149713,18-09-2016,22-09-2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,2016,-5.33057E+18
